datetime,action,side,volume,price,layer,pnl
2023-10-13 12:00:00+00:00,take_profit,buy,0.01,1918.19,,3.5
2023-10-13 12:00:00+00:00,take_profit,buy,0.01,1913.65,,3.5
2023-10-13 12:00:00+00:00,take_profit,buy,0.01,1910.15,,3.5
2023-10-18 13:00:00+00:00,fill,sell,0.01,1950.26,1.0,
2023-10-18 13:00:00+00:00,fill,sell,0.01,1953.76,2.0,
2023-10-18 13:00:00+00:00,fill,sell,0.01,1957.26,3.0,
2023-10-18 14:00:00+00:00,take_profit,sell,0.01,1946.76,,3.5
2023-10-18 14:00:00+00:00,take_profit,sell,0.01,1950.26,,3.5
2023-10-18 14:00:00+00:00,take_profit,sell,0.01,1953.76,,3.5
2023-10-18 17:00:00+00:00,fill,sell,0.01,1955.47,1.0,
2023-10-18 18:00:00+00:00,take_profit,sell,0.01,1951.97,,3.5
2023-10-19 12:00:00+00:00,fill,sell,0.01,1955.71,1.0,
2023-10-19 13:00:00+00:00,take_profit,sell,0.01,1952.21,,3.5
2023-10-19 15:00:00+00:00,fill,sell,0.01,1958.97,2.0,
2023-10-19 15:00:00+00:00,fill,sell,0.01,1957.96,1.0,
2023-10-19 16:00:00+00:00,take_profit,sell,0.01,1955.47,,3.5
2023-10-19 16:00:00+00:00,take_profit,sell,0.01,1954.46,,3.5
2023-10-19 17:00:00+00:00,fill,sell,0.01,1962.47,3.0,
2023-10-19 17:00:00+00:00,fill,sell,0.01,1962.49,1.0,
2023-10-19 17:00:00+00:00,fill,sell,0.01,1965.99,2.0,
2023-10-24 10:00:00+00:00,take_profit,sell,0.01,1962.49,,3.5
2023-10-24 11:00:00+00:00,take_profit,sell,0.01,1958.97,,3.5
2023-10-24 11:00:00+00:00,take_profit,sell,0.01,1958.99,,3.5
2023-10-24 15:00:00+00:00,fill,sell,0.01,1967.57,1.0,
2023-10-24 16:00:00+00:00,fill,sell,0.01,1971.07,2.0,
2023-10-24 16:00:00+00:00,fill,sell,0.01,1974.57,3.0,
2023-10-24 19:00:00+00:00,take_profit,sell,0.01,1971.07,,3.5
2023-10-25 01:00:00+00:00,fill,sell,0.01,1976.6,1.0,
2023-10-25 02:00:00+00:00,take_profit,sell,0.01,1973.1,,3.5
2023-10-25 13:00:00+00:00,fill,sell,0.01,1980.1,2.0,
2023-10-25 13:00:00+00:00,fill,sell,0.01,1983.6,3.0,
2023-10-25 14:00:00+00:00,take_profit,sell,0.01,1976.6,,3.5
2023-10-25 14:00:00+00:00,take_profit,sell,0.01,1980.1,,3.5
2023-10-25 15:00:00+00:00,take_profit,sell,0.01,1964.07,,3.5
2023-10-25 15:00:00+00:00,take_profit,sell,0.01,1967.57,,3.5
2023-10-25 15:00:00+00:00,fill,sell,0.01,1984.49,1.0,
2023-10-25 16:00:00+00:00,take_profit,sell,0.01,1980.99,,3.5
2023-10-25 17:00:00+00:00,fill,sell,0.01,1983.09,1.0,
2023-10-25 20:00:00+00:00,take_profit,sell,0.01,1979.59,,3.5
2023-10-25 22:00:00+00:00,fill,sell,0.01,1983.41,1.0,
2023-10-26 04:00:00+00:00,fill,sell,0.01,1987.99,2.0,
2023-10-26 06:00:00+00:00,take_profit,sell,0.01,1984.49,,3.5
2023-10-26 07:00:00+00:00,fill,sell,0.01,1988.78,1.0,
2023-10-26 08:00:00+00:00,fill,sell,0.01,1991.49,3.0,
2023-10-26 08:00:00+00:00,fill,sell,0.01,1992.28,2.0,
2023-10-26 10:00:00+00:00,take_profit,sell,0.01,1987.99,,3.5
2023-10-26 10:00:00+00:00,take_profit,sell,0.01,1988.78,,3.5
2023-10-26 11:00:00+00:00,take_profit,sell,0.01,1985.28,,3.5
2023-10-26 12:00:00+00:00,take_profit,sell,0.01,1979.91,,3.5
2023-10-27 17:00:00+00:00,fill,sell,0.01,1992.08,1.0,
2023-10-27 17:00:00+00:00,fill,sell,0.01,1995.58,2.0,
2023-10-27 18:00:00+00:00,fill,sell,0.01,1999.08,3.0,
2023-10-30 06:00:00+00:00,take_profit,sell,0.01,1995.58,,3.5
2023-10-30 08:00:00+00:00,take_profit,sell,0.01,1992.08,,3.5
2023-10-30 13:00:00+00:00,fill,sell,0.01,2001.01,1.0,
2023-10-30 14:00:00+00:00,take_profit,sell,0.01,1997.51,,3.5
2023-10-31 14:00:00+00:00,fill,sell,0.01,2004.51,2.0,
2023-10-31 15:00:00+00:00,take_profit,sell,0.01,2001.01,,3.5
2023-10-31 16:00:00+00:00,take_profit,sell,0.01,1988.58,,3.5
2023-11-03 12:00:00+00:00,fill,sell,0.01,2000.08,1.0,
2023-11-03 12:00:00+00:00,fill,sell,0.01,2003.58,2.0,
2023-11-03 13:00:00+00:00,take_profit,sell,0.01,1996.58,,3.5
2023-11-03 13:00:00+00:00,take_profit,sell,0.01,2000.08,,3.5
2023-11-21 14:00:00+00:00,fill,sell,0.01,2001.13,1.0,
2023-11-21 14:00:00+00:00,fill,sell,0.01,2004.63,2.0,
2023-11-21 16:00:00+00:00,take_profit,sell,0.01,2001.13,,3.5
2023-11-21 19:00:00+00:00,take_profit,sell,0.01,1997.63,,3.5
2023-11-22 08:00:00+00:00,fill,sell,0.01,2006.1,1.0,
2023-11-22 09:00:00+00:00,take_profit,sell,0.01,2002.6,,3.5
2023-11-27 01:00:00+00:00,fill,sell,0.01,2008.01,3.0,
2023-11-27 01:00:00+00:00,fill,sell,0.01,2009.6,2.0,
2023-11-27 01:00:00+00:00,fill,sell,0.01,2004.31,1.0,
2023-11-27 16:00:00+00:00,take_profit,sell,0.01,2006.1,,3.5
2023-11-27 20:00:00+00:00,fill,sell,0.01,2014.0,1.0,
2023-11-28 00:00:00+00:00,fill,sell,0.01,2017.5,2.0,
2023-11-28 01:00:00+00:00,take_profit,sell,0.01,2014.0,,3.5
2023-11-28 13:00:00+00:00,fill,sell,0.01,2021.0,3.0,
2023-12-05 14:00:00+00:00,take_profit,sell,0.01,2017.5,,3.5
2023-12-05 15:00:00+00:00,take_profit,sell,0.01,2010.5,,3.5
2023-12-05 17:00:00+00:00,fill,sell,0.01,2019.89,1.0,
2023-12-06 03:00:00+00:00,fill,sell,0.01,2023.39,2.0,
2023-12-06 06:00:00+00:00,fill,sell,0.01,2026.89,3.0,
2023-12-06 09:00:00+00:00,take_profit,sell,0.01,2023.39,,3.5
2023-12-08 13:00:00+00:00,take_profit,sell,0.01,2016.39,,3.5
2023-12-08 13:00:00+00:00,take_profit,sell,0.01,2019.89,,3.5
2023-12-08 14:00:00+00:00,take_profit,sell,0.01,2004.51,,3.5
2023-12-08 17:00:00+00:00,take_profit,sell,0.01,2000.81,,3.5
2023-12-13 21:00:00+00:00,fill,sell,0.01,2026.45,1.0,
2023-12-13 23:00:00+00:00,fill,sell,0.01,2029.95,2.0,
2023-12-14 00:00:00+00:00,fill,sell,0.01,2033.45,3.0,
2023-12-14 01:00:00+00:00,take_profit,sell,0.01,2029.95,,3.5
2023-12-14 08:00:00+00:00,fill,sell,0.01,2038.68,1.0,
2023-12-14 09:00:00+00:00,take_profit,sell,0.01,2035.18,,3.5
2023-12-14 14:00:00+00:00,fill,sell,0.01,2042.18,2.0,
2023-12-14 14:00:00+00:00,fill,sell,0.01,2045.68,3.0,
2023-12-14 15:00:00+00:00,take_profit,sell,0.01,2038.68,,3.5
2023-12-14 15:00:00+00:00,take_profit,sell,0.01,2042.18,,3.5
2023-12-15 18:00:00+00:00,take_profit,sell,0.01,2022.95,,3.5
2023-12-15 18:00:00+00:00,take_profit,sell,0.01,2026.45,,3.5
2023-12-19 15:00:00+00:00,fill,sell,0.01,2045.14,1.0,
2023-12-19 16:00:00+00:00,take_profit,sell,0.01,2041.64,,3.5
2023-12-21 23:00:00+00:00,fill,sell,0.01,2048.64,2.0,
2023-12-21 23:00:00+00:00,fill,sell,0.01,2052.14,3.0,
2023-12-21 23:00:00+00:00,fill,sell,0.01,2046.5,1.0,
2023-12-22 00:00:00+00:00,take_profit,sell,0.01,2048.64,,3.5
2023-12-22 09:00:00+00:00,fill,sell,0.01,2053.88,1.0,
2023-12-22 11:00:00+00:00,fill,sell,0.01,2057.38,2.0,
2023-12-22 11:00:00+00:00,fill,sell,0.01,2060.88,3.0,
2023-12-22 16:00:00+00:00,take_profit,sell,0.01,2053.88,,3.5
2023-12-22 16:00:00+00:00,take_profit,sell,0.01,2057.38,,3.5
2024-01-03 11:00:00+00:00,take_profit,sell,0.01,2050.38,,3.5
2024-01-03 12:00:00+00:00,take_profit,sell,0.01,2045.1399999999999,,3.5
2024-01-03 12:00:00+00:00,take_profit,sell,0.01,2043.0,,3.5
2024-01-05 15:00:00+00:00,fill,sell,0.01,2054.64,1.0,
2024-01-05 15:00:00+00:00,fill,sell,0.01,2058.14,2.0,
2024-01-05 15:00:00+00:00,fill,sell,0.01,2061.64,3.0,
2024-01-05 16:00:00+00:00,take_profit,sell,0.01,2051.14,,3.5
2024-01-05 16:00:00+00:00,take_profit,sell,0.01,2054.64,,3.5
2024-01-05 16:00:00+00:00,take_profit,sell,0.01,2058.14,,3.5
2024-01-12 12:00:00+00:00,fill,sell,0.01,2053.38,1.0,
2024-01-12 13:00:00+00:00,take_profit,sell,0.01,2049.88,,3.5
2024-01-12 14:00:00+00:00,fill,sell,0.01,2056.88,2.0,
2024-01-12 14:00:00+00:00,fill,sell,0.01,2060.38,3.0,
