datetime,action,side,volume,price,layer,pnl
2023-10-17 10:00:00+00:00,take_profit,buy,0.01,1926.13,,3.5
2023-10-18 13:00:00+00:00,take_profit,buy,0.01,1955.06,,3.5
2023-10-18 14:00:00+00:00,fill,buy,0.01,1949.38,1.0,
2023-10-18 17:00:00+00:00,take_profit,buy,0.01,1952.88,,3.5
2023-10-18 20:00:00+00:00,fill,buy,0.01,1948.36,1.0,
2023-10-19 00:00:00+00:00,take_profit,buy,0.01,1951.86,,3.5
2023-10-19 01:00:00+00:00,fill,buy,0.01,1946.92,1.0,
2023-10-19 03:00:00+00:00,take_profit,buy,0.01,1950.42,,3.5
2023-11-06 03:00:00+00:00,fill,buy,0.01,1986.56,1.0,
2023-11-06 03:00:00+00:00,fill,buy,0.01,1983.06,2.0,
2023-11-06 08:00:00+00:00,take_profit,buy,0.01,1986.56,,3.5
2023-11-06 15:00:00+00:00,fill,buy,0.01,1981.12,1.0,
2023-11-06 19:00:00+00:00,fill,buy,0.01,1979.56,3.0,
2023-11-06 20:00:00+00:00,fill,buy,0.01,1977.62,2.0,
2023-11-16 14:00:00+00:00,take_profit,buy,0.01,1981.12,,3.5
2023-11-16 15:00:00+00:00,take_profit,buy,0.01,1984.62,,3.5
2023-11-16 15:00:00+00:00,take_profit,buy,0.01,1983.06,,3.5
2023-11-17 09:00:00+00:00,take_profit,buy,0.01,1990.06,,3.5
2023-11-17 17:00:00+00:00,fill,buy,0.01,1978.7,1.0,
2023-11-17 18:00:00+00:00,take_profit,buy,0.01,1982.2,,3.5
2023-11-19 23:00:00+00:00,fill,buy,0.01,1975.2,2.0,
2023-11-19 23:00:00+00:00,fill,buy,0.01,1977.91,1.0,
2023-11-20 01:00:00+00:00,take_profit,buy,0.01,1978.7,,3.5
2023-11-20 01:00:00+00:00,take_profit,buy,0.01,1981.41,,3.5
2023-11-20 10:00:00+00:00,fill,buy,0.01,1975.69,1.0,
2023-11-20 12:00:00+00:00,fill,buy,0.01,1971.7,3.0,
2023-11-20 12:00:00+00:00,fill,buy,0.01,1972.19,2.0,
2023-11-20 17:00:00+00:00,take_profit,buy,0.01,1975.2,,3.5
2023-11-20 17:00:00+00:00,take_profit,buy,0.01,1975.69,,3.5
2023-11-20 23:00:00+00:00,take_profit,buy,0.01,1979.19,,3.5
2023-11-29 01:00:00+00:00,stop_out,sell,0.01,2049.065,,-195.44500000000016
2023-11-29 01:00:00+00:00,stop_out,sell,0.01,2049.065,,-193.53500000000008
2023-11-29 01:00:00+00:00,stop_out,sell,0.01,2049.065,,-183.47500000000014
2023-11-29 01:00:00+00:00,stop_out,sell,0.01,2049.065,,-179.97500000000014
